Country,Year,Metric Name, Metric Value ,Source,Source Link,corrected metric
Switzerland,2014,Recovered Assets,,,,
Switzerland,2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
Switzerland,2014,Conviction Count,,,,
Switzerland,2014,Convictions per Capita,,,,
Switzerland,2014,Inflation,,,,
Switzerland,2014,Annual GDP,,,,
Switzerland,2015,FATFA Rating,,,,
Switzerland,2015,Number of SARs/STRs," 2,367.00 ",MROS Annual Report 2015,,
Switzerland,2015,SARs/STRs per Capita,,,,
Switzerland,2015,Fine Volume,,,,
Switzerland,2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
Switzerland,2015,Fine Count,,,,
Switzerland,2015,Fine Count per Capita,,,,
Switzerland,2015,Recovered Assets,,,,
Switzerland,2015,Recovered Assets Inf. Adj. Pct of GDP,,,,
Switzerland,2015,Conviction Count,,,,
Switzerland,2015,Convictions per Capita,,,,
Switzerland,2015,Inflation,,,,
Switzerland,2015,Annual GDP,,,,
Switzerland,2016,FATFA Rating,,,,
Switzerland,2016,Number of SARs/STRs," 2,909.00 ",MROS Annual Report 2016,,
Switzerland,2016,SARs/STRs per Capita,,,,
Switzerland,2016,Fine Volume,,,,
Switzerland,2016,Fine Volumen Inf. Adj. Pct of GDP,,,,
Switzerland,2016,Fine Count,,,,
Switzerland,2016,Fine Count per Capita,,,,
Switzerland,2016,Recovered Assets,,,,
Switzerland,2016,Recovered Assets Inf. Adj. Pct of GDP,,,,
Switzerland,2016,Conviction Count,,,,
Switzerland,2016,Convictions per Capita,,,,
Switzerland,2016,Inflation,,,,
Switzerland,2016,Annual GDP,,,,
Switzerland,2017,FATFA Rating,,,,
Switzerland,2017,Number of SARs/STRs," 4,585.00 ",MROS Annual Report 2017,,
Switzerland,2017,SARs/STRs per Capita,,,,
Switzerland,2017,Fine Volume,,,,
Switzerland,2017,Fine Volumen Inf. Adj. Pct of GDP,,,,
Switzerland,2017,Fine Count,,,,
Switzerland,2017,Fine Count per Capita,,,,
Switzerland,2017,Recovered Assets,,,,
Switzerland,2017,Recovered Assets Inf. Adj. Pct of GDP,,,,
Switzerland,2017,Conviction Count,,,,
Switzerland,2017,Convictions per Capita,,,,
Switzerland,2017,Inflation,,,,
Switzerland,2017,Annual GDP,,,,
Switzerland,2018,FATFA Rating,,,,
Switzerland,2018,Number of SARs/STRs," 6,126.00 ",MROS Annual Report 2018,,
Switzerland,2018,SARs/STRs per Capita,,,,
Switzerland,2018,Fine Volume,,,,
Switzerland,2018,Fine Volumen Inf. Adj. Pct of GDP,,,,
Switzerland,2018,Fine Count,,,,
Switzerland,2018,Fine Count per Capita,,,,
Switzerland,2018,Recovered Assets,,,,
Switzerland,2018,Recovered Assets Inf. Adj. Pct of GDP,,,,
Switzerland,2018,Conviction Count,,,,
Switzerland,2018,Convictions per Capita,,,,
Switzerland,2018,Inflation,,,,
Switzerland,2018,Annual GDP,,,,
Switzerland,2019,FATFA Rating,,,,
Switzerland,2019,Number of SARs/STRs," 7,863.00 ",MROS Annual Report 2019,,
Switzerland,2019,SARs/STRs per Capita,,,,
Switzerland,2019,Fine Volume,,,,
Switzerland,2019,Fine Volumen Inf. Adj. Pct of GDP,,,,
Switzerland,2019,Fine Count,,,,
Switzerland,2019,Fine Count per Capita,,,,
Switzerland,2019,Recovered Assets,,,,
Switzerland,2019,Recovered Assets Inf. Adj. Pct of GDP,,,,
Switzerland,2019,Conviction Count,,,,
Switzerland,2019,Convictions per Capita,,,,
Switzerland,2019,Inflation,,,,
Switzerland,2019,Annual GDP,,,,
Switzerland,2020,FATFA Rating,,,,
Switzerland,2020,Number of SARs/STRs," 5,937.00 ",MROS Annual Report 2020,,
Switzerland,2020,SARs/STRs per Capita,,,,
Switzerland,2020,Fine Volume,,,,
Switzerland,2020,Fine Volumen Inf. Adj. Pct of GDP,,,,
Switzerland,2020,Fine Count,,,,
Switzerland,2020,Fine Count per Capita,,,,
Switzerland,2020,Recovered Assets,,,,
Switzerland,2020,Recovered Assets Inf. Adj. Pct of GDP,,,,
Switzerland,2020,Conviction Count,,,,
Switzerland,2020,Convictions per Capita,,,,
Switzerland,2020,Inflation,,,,
Switzerland,2020,Annual GDP,,,,
Switzerland,2021,FATFA Rating,,,,
Switzerland,2021,Number of SARs/STRs," 9,082.00 ",MROS Annual Report 2021,,
Switzerland,2021,SARs/STRs per Capita,,,,
Switzerland,2021,Fine Volume,,,,
Switzerland,2021,Fine Volumen Inf. Adj. Pct of GDP,,,,
Switzerland,2021,Fine Count,,,,
Switzerland,2021,Fine Count per Capita,,,,
Switzerland,2021,Recovered Assets,,,,
Switzerland,2021,Recovered Assets Inf. Adj. Pct of GDP,,,,
Switzerland,2021,Conviction Count,,,,
Switzerland,2021,Convictions per Capita,,,,
Switzerland,2021,Inflation,,,,
Switzerland,2021,Annual GDP,,,,
Switzerland,2022,FATFA Rating,,,,
Switzerland,2022,Number of SARs/STRs,,,,
Switzerland,2022,SARs/STRs per Capita,,,,
Switzerland,2022,Fine Volume,,,,
Switzerland,2022,Fine Volumen Inf. Adj. Pct of GDP,,,,
Switzerland,2022,Fine Count,,,,
Switzerland,2022,Fine Count per Capita,,,,
Switzerland,2022,Recovered Assets,,,,
Switzerland,2022,Recovered Assets Inf. Adj. Pct of GDP,,,,
Switzerland,2022,Conviction Count,,,,
Switzerland,2022,Convictions per Capita,,,,
Switzerland,2022,Inflation,,,,
Switzerland,2022,Annual GDP,,,,
Switzerland,2023,FATFA Rating,,,,
Switzerland,2023,Number of SARs/STRs,,,,
Switzerland,2023,SARs/STRs per Capita,,,,
Switzerland,2023,Fine Volume,,,,
Switzerland,2023,Fine Volumen Inf. Adj. Pct of GDP,,,,
Switzerland,2023,Fine Count,,,,
Switzerland,2023,Fine Count per Capita,,,,
Switzerland,2023,Recovered Assets,,,,
Switzerland,2023,Recovered Assets Inf. Adj. Pct of GDP,,,,
Switzerland,2023,Conviction Count,,,,
Switzerland,2023,Convictions per Capita,,,,
Switzerland,2023,Inflation,,,,
Switzerland,2023,Annual GDP,,,,
Switzerland,2024,FATFA Rating,,,,
Switzerland,2024,Number of SARs/STRs,,,,
Switzerland,2024,SARs/STRs per Capita,,,,
Switzerland,2024,Fine Volume,,,,
Switzerland,2024,Fine Volumen Inf. Adj. Pct of GDP,,,,
Switzerland,2024,Fine Count,,,,
Switzerland,2024,Fine Count per Capita,,,,
Switzerland,2024,Recovered Assets,,,,
Switzerland,2024,Recovered Assets Inf. Adj. Pct of GDP,,,,
Switzerland,2024,Conviction Count,,,,
Switzerland,2024,Convictions per Capita,,,,
Switzerland,2024,Inflation,,,,
Switzerland,2024,Annual GDP,,,,
Türkiye,2014,FATFA Rating,,,,
Türkiye,2014,Number of SARs/STRs,,,,
Türkiye,2014,SARs/STRs per Capita,,,,
Türkiye,2014,Fine Volume,,,,
Türkiye,2014,Fine Volumen Inf. Adj. Pct of GDP,,,,
Türkiye,2014,Fine Count,,,,
Türkiye,2014,Fine Count per Capita,,,,
Türkiye,2014,Recovered Assets,,,,
Türkiye,2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
Türkiye,2014,Conviction Count,,,,
Türkiye,2014,Convictions per Capita,,,,
Türkiye,2014,Inflation,,,,
Türkiye,2014,Annual GDP,,,,
Türkiye,2015,FATFA Rating,,,,
Türkiye,2015,Number of SARs/STRs,,,,
Türkiye,2015,SARs/STRs per Capita,,,,
Türkiye,2015,Fine Volume,,,,
Türkiye,2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
Türkiye,2015,Fine Count,,,,
Türkiye,2015,Fine Count per Capita,,,,
Türkiye,2015,Recovered Assets,,,,
Türkiye,2015,Recovered Assets Inf. Adj. Pct of GDP,,,,
Türkiye,2015,Conviction Count,,,,
Türkiye,2015,Convictions per Capita,,,,
Türkiye,2015,Inflation,,,,
Türkiye,2015,Annual GDP,,,,
Türkiye,2016,FATFA Rating,,,,
Türkiye,2016,Number of SARs/STRs,,,,
Türkiye,2016,SARs/STRs per Capita,,,,
Türkiye,2016,Fine Volume,,,,
Türkiye,2016,Fine Volumen Inf. Adj. Pct of GDP,,,,
Türkiye,2016,Fine Count,,,,
Türkiye,2016,Fine Count per Capita,,,,
Türkiye,2016,Recovered Assets,,,,
Türkiye,2016,Recovered Assets Inf. Adj. Pct of GDP,,,,
Türkiye,2016,Conviction Count,,,,
Türkiye,2016,Convictions per Capita,,,,
Türkiye,2016,Inflation,,,,
Türkiye,2016,Annual GDP,,,,
Türkiye,2017,FATFA Rating,,,,
Türkiye,2017,Number of SARs/STRs,,,,
Türkiye,2017,SARs/STRs per Capita,,,,
Türkiye,2017,Fine Volume,,,,
Türkiye,2017,Fine Volumen Inf. Adj. Pct of GDP,,,,
Türkiye,2017,Fine Count,,,,
Türkiye,2017,Fine Count per Capita,,,,
Türkiye,2017,Recovered Assets,,,,
Türkiye,2017,Recovered Assets Inf. Adj. Pct of GDP,,,,
Türkiye,2017,Conviction Count,,,,
Türkiye,2017,Convictions per Capita,,,,
Türkiye,2017,Inflation,,,,
Türkiye,2017,Annual GDP,,,,
Türkiye,2018,FATFA Rating,,,,
Türkiye,2018,Number of SARs/STRs,,,,
Türkiye,2018,SARs/STRs per Capita,,,,
Türkiye,2018,Fine Volume,,,,
Türkiye,2018,Fine Volumen Inf. Adj. Pct of GDP,,,,
Türkiye,2018,Fine Count,,,,
Türkiye,2018,Fine Count per Capita,,,,
Türkiye,2018,Recovered Assets,,,,
Türkiye,2018,Recovered Assets Inf. Adj. Pct of GDP,,,,
Türkiye,2018,Conviction Count,,,,
Türkiye,2018,Convictions per Capita,,,,
Türkiye,2018,Inflation,,,,
Türkiye,2018,Annual GDP,,,,
Türkiye,2019,FATFA Rating,,,,
Türkiye,2019,Number of SARs/STRs,,,,
Türkiye,2019,SARs/STRs per Capita,,,,
Türkiye,2019,Fine Volume,,,,
Türkiye,2019,Fine Volumen Inf. Adj. Pct of GDP,,,,
Türkiye,2019,Fine Count,,,,
Türkiye,2019,Fine Count per Capita,,,,
Türkiye,2019,Recovered Assets,,,,
Türkiye,2019,Recovered Assets Inf. Adj. Pct of GDP,,,,
Türkiye,2019,Conviction Count,,,,
Türkiye,2019,Convictions per Capita,,,,
Türkiye,2019,Inflation,,,,
Türkiye,2019,Annual GDP,,,,
Türkiye,2020,FATFA Rating,,,,
Türkiye,2020,Number of SARs/STRs,,,,
Türkiye,2020,SARs/STRs per Capita,,,,
Türkiye,2020,Fine Volume,,,,
Türkiye,2020,Fine Volumen Inf. Adj. Pct of GDP,,,,
Türkiye,2020,Fine Count,,,,
Türkiye,2020,Fine Count per Capita,,,,
Türkiye,2020,Recovered Assets,,,,
Türkiye,2020,Recovered Assets Inf. Adj. Pct of GDP,,,,
Türkiye,2020,Conviction Count,,,,
Türkiye,2020,Convictions per Capita,,,,
Türkiye,2020,Inflation,,,,
Türkiye,2020,Annual GDP,,,,
Türkiye,2021,FATFA Rating,,,,
Türkiye,2021,Number of SARs/STRs,,,,
Türkiye,2021,SARs/STRs per Capita,,,,
Türkiye,2021,Fine Volume,,,,
Türkiye,2021,Fine Volumen Inf. Adj. Pct of GDP,,,,
Türkiye,2021,Fine Count,,,,
Türkiye,2021,Fine Count per Capita,,,,
Türkiye,2021,Recovered Assets,,,,
Türkiye,2021,Recovered Assets Inf. Adj. Pct of GDP,,,,
Türkiye,2021,Conviction Count,,,,
Türkiye,2021,Convictions per Capita,,,,
Türkiye,2021,Inflation,,,,
Türkiye,2021,Annual GDP,,,,
Türkiye,2022,FATFA Rating,,,,
Türkiye,2022,Number of SARs/STRs,,,,
Türkiye,2022,SARs/STRs per Capita,,,,
Türkiye,2022,Fine Volume,,,,
Türkiye,2022,Fine Volumen Inf. Adj. Pct of GDP,,,,
Türkiye,2022,Fine Count,,,,
Türkiye,2022,Fine Count per Capita,,,,
Türkiye,2022,Recovered Assets,,,,
Türkiye,2022,Recovered Assets Inf. Adj. Pct of GDP,,,,
Türkiye,2022,Conviction Count,,,,
Türkiye,2022,Convictions per Capita,,,,
Türkiye,2022,Inflation,,,,
Türkiye,2022,Annual GDP,,,,
Türkiye,2023,FATFA Rating,,,,
Türkiye,2023,Number of SARs/STRs,,,,
Türkiye,2023,SARs/STRs per Capita,,,,
Türkiye,2023,Fine Volume,,,,
Türkiye,2023,Fine Volumen Inf. Adj. Pct of GDP,,,,
Türkiye,2023,Fine Count,,,,
Türkiye,2023,Fine Count per Capita,,,,
Türkiye,2023,Recovered Assets,,,,
Türkiye,2023,Recovered Assets Inf. Adj. Pct of GDP,,,,
Türkiye,2023,Conviction Count,,,,
Türkiye,2023,Convictions per Capita,,,,
Türkiye,2023,Inflation,,,,
Türkiye,2023,Annual GDP,,,,
Türkiye,2024,FATFA Rating,,,,
Türkiye,2024,Number of SARs/STRs,,,,
Türkiye,2024,SARs/STRs per Capita,,,,
Türkiye,2024,Fine Volume,,,,
Türkiye,2024,Fine Volumen Inf. Adj. Pct of GDP,,,,
Türkiye,2024,Fine Count,,,,
Türkiye,2024,Fine Count per Capita,,,,
Türkiye,2024,Recovered Assets,,,,
Türkiye,2024,Recovered Assets Inf. Adj. Pct of GDP,,,,
Türkiye,2024,Conviction Count,,,,
Türkiye,2024,Convictions per Capita,,,,
Türkiye,2024,Inflation,,,,
Türkiye,2024,Annual GDP,,,,
United Kingdom,2014,FATFA Rating,,,,
United Kingdom,2014,Number of SARs/STRs," 260,000.00 ",UK Home Office / NCA statements,,
United Kingdom,2014,SARs/STRs per Capita,,,,
United Kingdom,2014,Fine Volume,,,,
United Kingdom,2014,Fine Volumen Inf. Adj. Pct of GDP,,,,
United Kingdom,2014,Fine Count,,,,
United Kingdom,2014,Fine Count per Capita,,,,
United Kingdom,2014,Recovered Assets,,,,
United Kingdom,2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
United Kingdom,2014,Conviction Count,,,,
United Kingdom,2014,Convictions per Capita,,,,
United Kingdom,2014,Inflation,,,,
United Kingdom,2014,Annual GDP,,,,
United Kingdom,2015,FATFA Rating,,,,
United Kingdom,2015,Number of SARs/STRs," 300,000.00 ",UK parliamentary report,,
United Kingdom,2015,SARs/STRs per Capita,,,,
United Kingdom,2015,Fine Volume,,,,
United Kingdom,2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
United Kingdom,2015,Fine Count,,,,
United Kingdom,2015,Fine Count per Capita,,,,
United Kingdom,2015,Recovered Assets,,,,
United Kingdom,2015,Recovered Assets Inf. Adj. Pct of GDP,,,,
United Kingdom,2015,Conviction Count,,,,
United Kingdom,2015,Convictions per Capita,,,,
United Kingdom,2015,Inflation,,,,
United Kingdom,2015,Annual GDP,,,,
United Kingdom,2016,FATFA Rating,,,,
United Kingdom,2016,Number of SARs/STRs," 330,000.00 ",National Crime Agency Annual Report,,
United Kingdom,2016,SARs/STRs per Capita,,,,
United Kingdom,2016,Fine Volume,,,,
United Kingdom,2016,Fine Volumen Inf. Adj. Pct of GDP,,,,
United Kingdom,2016,Fine Count,,,,
United Kingdom,2016,Fine Count per Capita,,,,
United Kingdom,2016,Recovered Assets,,,,
United Kingdom,2016,Recovered Assets Inf. Adj. Pct of GDP,,,,
United Kingdom,2016,Conviction Count,,,,
United Kingdom,2016,Convictions per Capita,,,,
United Kingdom,2016,Inflation,,,,
United Kingdom,2016,Annual GDP,,,,
United Kingdom,2017,FATFA Rating,,,,
United Kingdom,2017,Number of SARs/STRs," 350,000.00 ",NCA data release 2017,,
United Kingdom,2017,SARs/STRs per Capita,,,,
United Kingdom,2017,Fine Volume,,,,
United Kingdom,2017,Fine Volumen Inf. Adj. Pct of GDP,,,,
United Kingdom,2017,Fine Count,,,,
United Kingdom,2017,Fine Count per Capita,,,,
United Kingdom,2017,Recovered Assets,,,,
United Kingdom,2017,Recovered Assets Inf. Adj. Pct of GDP,,,,
United Kingdom,2017,Conviction Count,,,,
United Kingdom,2017,Convictions per Capita,,,,
United Kingdom,2017,Inflation,,,,
United Kingdom,2017,Annual GDP,,,,
United Kingdom,2018,FATFA Rating,,,,
United Kingdom,2018,Number of SARs/STRs," 370,000.00 ",NCA Strategic Report),,
United Kingdom,2018,SARs/STRs per Capita,,,,
United Kingdom,2018,Fine Volume,,,,
United Kingdom,2018,Fine Volumen Inf. Adj. Pct of GDP,,,,
United Kingdom,2018,Fine Count,,,,
United Kingdom,2018,Fine Count per Capita,,,,
United Kingdom,2018,Recovered Assets,,,,
United Kingdom,2018,Recovered Assets Inf. Adj. Pct of GDP,,,,
United Kingdom,2018,Conviction Count,,,,
United Kingdom,2018,Convictions per Capita,,,,
United Kingdom,2018,Inflation,,,,
United Kingdom,2018,Annual GDP,,,,
United Kingdom,2019,FATFA Rating,,,,
United Kingdom,2019,Number of SARs/STRs," 430,000.00 ",NCA Strategic Report),,
United Kingdom,2019,SARs/STRs per Capita,,,,
United Kingdom,2019,Fine Volume,,,,
United Kingdom,2019,Fine Volumen Inf. Adj. Pct of GDP,,,,
United Kingdom,2019,Fine Count,,,,
United Kingdom,2019,Fine Count per Capita,,,,
United Kingdom,2019,Recovered Assets,,,,
United Kingdom,2019,Recovered Assets Inf. Adj. Pct of GDP,,,,
United Kingdom,2019,Conviction Count,,,,
United Kingdom,2019,Convictions per Capita,,,,
United Kingdom,2019,Inflation,,,,
United Kingdom,2019,Annual GDP,,,,
United Kingdom,2020,FATFA Rating,,,,
United Kingdom,2020,Number of SARs/STRs," 460,000.00 ",UKFIU Annual Stats,,
United Kingdom,2020,SARs/STRs per Capita,,,,
United Kingdom,2020,Fine Volume,,,,
United Kingdom,2020,Fine Volumen Inf. Adj. Pct of GDP,,,,
United Kingdom,2020,Fine Count,,,,
United Kingdom,2020,Fine Count per Capita,,,,
United Kingdom,2020,Recovered Assets,,,,
United Kingdom,2020,Recovered Assets Inf. Adj. Pct of GDP,,,,
United Kingdom,2020,Conviction Count,,,,
United Kingdom,2020,Convictions per Capita,,,,
United Kingdom,2020,Inflation,,,,
United Kingdom,2020,Annual GDP,,,,
United Kingdom,2021,FATFA Rating,,,,
United Kingdom,2021,Number of SARs/STRs,,,,
United Kingdom,2021,SARs/STRs per Capita,,,,
United Kingdom,2021,Fine Volume,,,,
United Kingdom,2021,Fine Volumen Inf. Adj. Pct of GDP,,,,
United Kingdom,2021,Fine Count,,,,
United Kingdom,2021,Fine Count per Capita,,,,
United Kingdom,2021,Recovered Assets,,,,
United Kingdom,2021,Recovered Assets Inf. Adj. Pct of GDP,,,,
United Kingdom,2021,Conviction Count,,,,
United Kingdom,2021,Convictions per Capita,,,,
United Kingdom,2021,Inflation,,,,
United Kingdom,2021,Annual GDP,,,,
United Kingdom,2022,FATFA Rating,,,,
United Kingdom,2022,Number of SARs/STRs," 901,255.00 ","UKFIU Annual Report 2022, FY basis
tlt.com",,
United Kingdom,2022,SARs/STRs per Capita,,,,
United Kingdom,2022,Fine Volume,,,,
United Kingdom,2022,Fine Volumen Inf. Adj. Pct of GDP,,,,
United Kingdom,2022,Fine Count,,,,
United Kingdom,2022,Fine Count per Capita,,,,
United Kingdom,2022,Recovered Assets,,,,
United Kingdom,2022,Recovered Assets Inf. Adj. Pct of GDP,,,,
United Kingdom,2022,Conviction Count,,,,
United Kingdom,2022,Convictions per Capita,,,,
United Kingdom,2022,Inflation,,,,
United Kingdom,2022,Annual GDP,,,,
United Kingdom,2023,FATFA Rating,,,,
United Kingdom,2023,Number of SARs/STRs,,,,
United Kingdom,2023,SARs/STRs per Capita,,,,
United Kingdom,2023,Fine Volume,,,,
United Kingdom,2023,Fine Volumen Inf. Adj. Pct of GDP,,,,
United Kingdom,2023,Fine Count,,,,
United Kingdom,2023,Fine Count per Capita,,,,
United Kingdom,2023,Recovered Assets,,,,
United Kingdom,2023,Recovered Assets Inf. Adj. Pct of GDP,,,,
United Kingdom,2023,Conviction Count,,,,
United Kingdom,2023,Convictions per Capita,,,,
United Kingdom,2023,Inflation,,,,
United Kingdom,2023,Annual GDP,,,,
United Kingdom,2024,FATFA Rating,,,,
United Kingdom,2024,Number of SARs/STRs," 4,600,000.00 ",moneylaunderingnews.com,,
United Kingdom,2024,SARs/STRs per Capita,,,,
United Kingdom,2024,Fine Volume,,,,
United Kingdom,2024,Fine Volumen Inf. Adj. Pct of GDP,,,,
United Kingdom,2024,Fine Count,,,,
United Kingdom,2024,Fine Count per Capita,,,,
United Kingdom,2024,Recovered Assets,,,,
United Kingdom,2024,Recovered Assets Inf. Adj. Pct of GDP,,,,
United Kingdom,2024,Conviction Count,,,,
United Kingdom,2024,Convictions per Capita,,,,
United Kingdom,2024,Inflation,,,,
United Kingdom,2024,Annual GDP,,,,
United States,2014,FATFA Rating,,,,
United States,2014,Number of SARs/STRs,,U.S. data not publicly released,,
United States,2014,SARs/STRs per Capita,,,,
United States,2014,Fine Volume,,,,
United States,2014,Fine Volumen Inf. Adj. Pct of GDP,,,,
United States,2014,Fine Count,,,,
United States,2014,Fine Count per Capita,,,,
United States,2014,Recovered Assets,,,,
United States,2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
United States,2014,Conviction Count,,,,
United States,2014,Convictions per Capita,,,,
United States,2014,Inflation,,,,
United States,2014,Annual GDP,,,,
United States,2015,FATFA Rating,,,,
United States,2015,Number of SARs/STRs,,,,
United States,2015,SARs/STRs per Capita,,,,
United States,2015,Fine Volume,,,,
United States,2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
United States,2015,Fine Count,,,,
United States,2015,Fine Count per Capita,,,,
United States,2015,Recovered Assets,,,,
United States,2015,Recovered Assets Inf. Adj. Pct of GDP,,,,
United States,2015,Conviction Count,,,,
United States,2015,Convictions per Capita,,,,
United States,2015,Inflation,,,,
United States,2015,Annual GDP,,,,
United States,2016,FATFA Rating,,,,
United States,2016,Number of SARs/STRs,,,,
United States,2016,SARs/STRs per Capita,,,,
United States,2016,Fine Volume,,,,
United States,2016,Fine Volumen Inf. Adj. Pct of GDP,,,,
United States,2016,Fine Count,,,,
United States,2016,Fine Count per Capita,,,,
United States,2016,Recovered Assets,,,,
United States,2016,Recovered Assets Inf. Adj. Pct of GDP,,,,
United States,2016,Conviction Count,,,,
United States,2016,Convictions per Capita,,,,
United States,2016,Inflation,,,,
United States,2016,Annual GDP,,,,
United States,2017,FATFA Rating,,,,
United States,2017,Number of SARs/STRs,,,,
United States,2017,SARs/STRs per Capita,,,,
United States,2017,Fine Volume,,,,
United States,2017,Fine Volumen Inf. Adj. Pct of GDP,,,,
United States,2017,Fine Count,,,,
United States,2017,Fine Count per Capita,,,,
United States,2017,Recovered Assets,,,,
United States,2017,Recovered Assets Inf. Adj. Pct of GDP,,,,
United States,2017,Conviction Count,,,,
United States,2017,Convictions per Capita,,,,
United States,2017,Inflation,,,,
United States,2017,Annual GDP,,,,
United States,2018,FATFA Rating,,,,
United States,2018,Number of SARs/STRs," 2,170,000.00 ",FinCEN SAR Activity Review (2019),,
United States,2018,SARs/STRs per Capita,,,,
United States,2018,Fine Volume,,,,
United States,2018,Fine Volumen Inf. Adj. Pct of GDP,,,,
United States,2018,Fine Count,,,,
United States,2018,Fine Count per Capita,,,,
United States,2018,Recovered Assets,,,,
United States,2018,Recovered Assets Inf. Adj. Pct of GDP,,,,
United States,2018,Conviction Count,,,,
United States,2018,Convictions per Capita,,,,
United States,2018,Inflation,,,,
United States,2018,Annual GDP,,,,
United States,2019,FATFA Rating,,,,
United States,2019,Number of SARs/STRs," 2,301,163.00 ","FinCEN Statistics
securitiesanalytics.com",,
United States,2019,SARs/STRs per Capita,,,,
United States,2019,Fine Volume,,,,
United States,2019,Fine Volumen Inf. Adj. Pct of GDP,,,,
United States,2019,Fine Count,,,,
United States,2019,Fine Count per Capita,,,,
United States,2019,Recovered Assets,,,,
United States,2019,Recovered Assets Inf. Adj. Pct of GDP,,,,
United States,2019,Conviction Count,,,,
United States,2019,Convictions per Capita,,,,
United States,2019,Inflation,,,,
United States,2019,Annual GDP,,,,
United States,2020,FATFA Rating,,,,
United States,2020,Number of SARs/STRs," 3,200,000.00 ",FinCEN SAR Activity Review (2020),,
United States,2020,SARs/STRs per Capita,,,,
United States,2020,Fine Volume,,,,
United States,2020,Fine Volumen Inf. Adj. Pct of GDP,,,,
United States,2020,Fine Count,,,,
United States,2020,Fine Count per Capita,,,,
United States,2020,Recovered Assets,,,,
United States,2020,Recovered Assets Inf. Adj. Pct of GDP,,,,
United States,2020,Conviction Count,,,,
United States,2020,Convictions per Capita,,,,
United States,2020,Inflation,,,,
United States,2020,Annual GDP,,,,
United States,2021,FATFA Rating,,,,
United States,2021,Number of SARs/STRs," 3,800,000.00 ",FY2021 moneylaunderingnews.com,,
United States,2021,SARs/STRs per Capita,,,,
United States,2021,Fine Volume,,,,
United States,2021,Fine Volumen Inf. Adj. Pct of GDP,,,,
United States,2021,Fine Count,,,,
United States,2021,Fine Count per Capita,,,,
United States,2021,Recovered Assets,,,,
United States,2021,Recovered Assets Inf. Adj. Pct of GDP,,,,
United States,2021,Conviction Count,,,,
United States,2021,Convictions per Capita,,,,
United States,2021,Inflation,,,,
United States,2021,Annual GDP,,,,
United States,2022,FATFA Rating,,,,
United States,2022,Number of SARs/STRs," 2,280,000.00 ","FY2022
fincen.gov",,
United States,2022,SARs/STRs per Capita,,,,
United States,2022,Fine Volume,,,,
United States,2022,Fine Volumen Inf. Adj. Pct of GDP,,,,
United States,2022,Fine Count,,,,
United States,2022,Fine Count per Capita,,,,
United States,2022,Recovered Assets,,,,
United States,2022,Recovered Assets Inf. Adj. Pct of GDP,,,,
United States,2022,Conviction Count,,,,
United States,2022,Convictions per Capita,,,,
United States,2022,Inflation,,,,
United States,2022,Annual GDP,,,,
United States,2023,FATFA Rating,,,,
United States,2023,Number of SARs/STRs," 4,600,000.00 ","SARs filed in FY2023
moneylaunderingnews.com",,
United States,2023,SARs/STRs per Capita,,,,
United States,2023,Fine Volume,,,,
United States,2023,Fine Volumen Inf. Adj. Pct of GDP,,,,
United States,2023,Fine Count,,,,
United States,2023,Fine Count per Capita,,,,
United States,2023,Recovered Assets,,,,
United States,2023,Recovered Assets Inf. Adj. Pct of GDP,,,,
United States,2023,Conviction Count,,,,
United States,2023,Convictions per Capita,,,,
United States,2023,Inflation,,,,
United States,2023,Annual GDP,,,,
United States,2024,FATFA Rating,,,,
United States,2024,Number of SARs/STRs,,,,
United States,2024,SARs/STRs per Capita,,,,
United States,2024,Fine Volume,,,,
United States,2024,Fine Volumen Inf. Adj. Pct of GDP,,,,
United States,2024,Fine Count,,,,
United States,2024,Fine Count per Capita,,,,
United States,2024,Recovered Assets,,,,
United States,2024,Recovered Assets Inf. Adj. Pct of GDP,,,,
United States,2024,Conviction Count,,,,
United States,2024,Convictions per Capita,,,,
United States,2024,Inflation,,,,
United States,2024,Annual GDP,,,,
European Commission,2014,FATFA Rating,,,,
European Commission,2014,Number of SARs/STRs,,,,
European Commission,2014,SARs/STRs per Capita,,,,
European Commission,2014,Fine Volume,,,,
European Commission,2014,Fine Volumen Inf. Adj. Pct of GDP,,,,
European Commission,2014,Fine Count,,,,
European Commission,2014,Fine Count per Capita,,,,
European Commission,2014,Recovered Assets,,,,
European Commission,2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
European Commission,2014,Conviction Count,,,,
European Commission,2014,Convictions per Capita,,,,
European Commission,2014,Inflation,,,,
European Commission,2014,Annual GDP,,,,
European Commission,2015,FATFA Rating,,,,
European Commission,2015,Number of SARs/STRs,,,,
European Commission,2015,SARs/STRs per Capita,,,,
European Commission,2015,Fine Volume,,,,
European Commission,2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
European Commission,2015,Fine Count,,,,
European Commission,2015,Fine Count per Capita,,,,
European Commission,2015,Recovered Assets,,,,
European Commission,2015,Recovered Assets Inf. Adj. Pct of GDP,,,,
